,xtf_id,Nummer,Bezeichnung,BetrieblicheBezeichnung,Laenge,Kantenhoehe,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_Stand,rHaltestelle,E,N,H,Name
41640,ch14uvag00262410,ch:1:sloid:73804:0:677892,,01,,,20260327,,20260412,ch14uvag00055989,2701663.0,1227725.0,0,"Pfäffikon SZ, Wannenweid"
41641,ch14uvag00247733,ch:1:sloid:77561:0:1,,01,,,20260327,,20260412,ch14uvag00039709,2682096.0,1227052.0,0,"Baar, Südstrasse"
41642,ch14uvag00274670,ch:1:sloid:1737:0:86492,,01,,,20260327,,20260412,ch14uvag00053414,2554809.0,1131997.0,0,"Miex, Le Flon"
41644,ch14uvag00236059,ch:1:sloid:91004::52,,52,,,20220207,,20260412,ch14uvag00064111,2696347.0,1260748.0,0,"Winterthur, Storchenbrücke"
41662,ch14uvag00271810,ch:1:sloid:72568:0:366024,,02,,,20260327,,20260412,ch14uvag00041698,2668772.0,1245413.0,0,"Bremgarten AG, Badenerstrasse"
41669,ch14uvag00383927,ch:1:sloid:11296:0:412744,R,02,,,20260327,,20260412,ch14uvag00323454,2560825.52293,1227197.76447,0,"Le Boéchet, gare"
41670,ch14uvag00326114,ch:1:sloid:11270:0:1,,01,,,20260327,,20260412,ch14uvag00323442,2579553.97129,1110871.48063,0,"Saxon, gare/Gottefrey"
41672,ch14uvag00261784,ch:1:sloid:75493:0:358700,,02,,,20260327,,20260412,ch14uvag00043567,2688498.0,1117737.0,0,"Comologno, Dazio"
41677,ch14uvag00327901,ch:1:sloid:17527:0:1,1,602,,,20241121,,20260412,ch14uvag00064713,2681632.37423,1224040.50529,0,Zug Casino
41679,ch14uvag00250592,ch:1:sloid:4936:0:16219,,01,,,20260327,,20260412,ch14uvag00059697,2557481.80416,1168207.86145,0,"Siviriez, Les Genièvres"
41698,ch14uvag00268399,ch:1:sloid:82188:0:884603,,01,,,20260327,,20260412,ch14uvag00061852,2611725.0,1180666.0,0,"Uetendorf, Uttigenstrasse"
41702,ch14uvag00262316,ch:1:sloid:57092:0:195200,,02,,,20260327,,20260412,ch14uvag00220730,2661052.0,1191195.0,0,"Sachseln, Brünigstrasse"
41703,ch14uvag00344907,ch:1:sloid:11278:0:975316,,02,,,20260327,,20260412,ch14uvag00343721,2720862.7473,1077825.25533,0,"Novazzano, Torraccia"
41710,ch14uvag00238381,ch:1:sloid:71706::1,,01,,,20260327,,20260412,ch14uvag00043330,2758542.54973,1191800.05766,0,"Chur, Fortunastrasse"
41717,ch14uvag00331396,ch:1:sloid:70006:0:1,A,01,,,20260327,,20260412,ch14uvag00042914,2502830.07,1139577.75,0,"Chéserex, A l'Oche"
41721,ch14uvag00272188,ch:1:sloid:72873:0:727624,,01,,,20260327,,20260412,ch14uvag00059166,2643508.0,1198369.0,0,"Schüpfheim, Wegmattensäge"
41725,ch14uvag00256343,ch:1:sloid:83760:0:75678,,01,,,20260327,,20260412,ch14uvag00166300,2665118.0,1243013.0,0,"Waltenschwil, Zentrum"
41729,ch14uvag00237184,ch:1:sloid:93756::2,,02,,,20260327,,20260412,ch14uvag00054869,2652451.11502,1221090.67308,0,"Nottwil, Eymatt"
41734,ch14uvag00256165,ch:1:sloid:71797:0:612279,,02,,,20260327,,20260412,ch14uvag00057324,2552164.0,1203212.0,0,"Rochefort, Carrefour"
41735,ch14uvag00333216,ch:1:sloid:8986:0:327141,,01,,,20260327,,20260412,ch14uvag00057840,2623062.58031,1189165.56527,0,"Röthenbach i.E., Dorf"
41741,ch14uvag00336732,ch:1:sloid:11334:0:1,,01,,,20260327,,20260412,ch14uvag00334758,2587842.46393,1219213.42012,0,"Brügg BE, Bahnhofplatz"
41742,ch14uvag00352168,ch:1:sloid:11359:0:1,,01,,,20260327,,20260412,ch14uvag00351123,2567261.91474,1172147.65728,0,"Villarsiviriaux, village"
41745,ch14uvag00274449,ch:1:sloid:71387:0:380069,,01,,,20260327,,20260412,ch14uvag00064666,2600170.0,1205821.0,0,"Zollikofen, Webergutstrasse"
41748,ch14uvag00245505,ch:1:sloid:83251:0:02,,02,,,20260327,,20260412,ch14uvag00223702,2756708.0,1231544.0,0,"Gamprin, Stelzagass"
41750,ch14uvag00268263,ch:1:sloid:70545:0:215323,,01,,,20260327,,20260412,ch14uvag00061899,2581034.0,1198567.0,0,"Gempenach, Abzw. Lurtigen"
41763,ch14uvag00247345,ch:1:sloid:95336:0:1,,01,,,20260327,,20260412,ch14uvag00063154,2682174.0,1217124.0,0,"Walchwil, Usseregg"
41764,ch14uvag00237280,ch:1:sloid:31274:0:759768,,01,,,20260327,,20260412,ch14uvag00220791,2765477.0,1187174.001,0,Tschiertschen (Talstation)
41766,ch14uvag00266217,ch:1:sloid:83713:0:915137,,02,,,20260327,,20260412,ch14uvag00041990,2806863.0,1127011.0,0,"Brusio, I Prai"
41768,ch14uvag00257555,ch:1:sloid:74837:0:822907,,01,,,20260327,,20260412,ch14uvag00044158,2778673.0,1178711.0,0,"Davos Glaris, EW"
41770,ch14uvag00295854,ch:1:sloid:93592::1,,01,,,20260327,,20260412,ch14uvag00054550,2561526.7019,1204624.35271,0,"Neuchâtel, Poste"
41771,ch14uvag00241109,ch:1:sloid:76931::769311,,01,,,20260327,,20260412,ch14uvag00055278,2629908.0,1227379.0,0,"Obersteckholz, Am Wald"
41773,ch14uvag00228399,ch:1:sloid:92722:0:716469,A,00,,,20260325,,20260412,ch14uvag00043482,2498549.6986,1125589.22377,0,"Collex, Seuchat"
41775,ch14uvag00348893,ch:1:sloid:79318:0:1,A,01,,,20260327,,20260412,ch14uvag00043118,2501253.12623,1132217.63039,0,"Chavannes-de-B., centre comm."
41776,ch14uvag00336733,ch:1:sloid:11337:0:1,,01,,,20260327,,20260412,ch14uvag00334759,2577715.0498,1226988.6311,0,"Corgémont, gare"
41777,ch14uvag00344906,ch:1:sloid:11274:0:422765,,01,,,20260327,,20260412,ch14uvag00343720,2750207.41448,1173313.78626,0,"Urmein, Baltermeins"
41781,ch14uvag00256728,ch:1:sloid:5022:0:854618,,01,,,20260327,,20260412,ch14uvag00222154,2585321.46516,1242834.09961,0,"Bassecourt, Eglise"
41784,ch14uvag00261229,ch:1:sloid:71131:0:98529,,02,,,20260327,,20260412,ch14uvag00060640,2623807.21497,1128954.87063,0,"Steg VS, Sand"
41785,ch14uvag00264271,ch:1:sloid:83106:0:504911,,02,,,20260327,,20260412,ch14uvag00050606,2739221.0,1187346.0,0,"Laax GR, Acla"
41789,ch14uvag00326660,ch:1:sloid:91841:0:805432,R,02,,,20260327,,20260412,ch14uvag00050437,2558708.24491,1222468.39507,0,"La Ferrière, bif. Chaux-d'Abel"
41792,ch14uvag00267129,ch:1:sloid:70374:0:386090,,01,,,20260327,,20260412,ch14uvag00047581,2557991.86597,1179183.86114,0,"Granges-près-Marnand, poste"
41796,ch14uvag00263862,ch:1:sloid:79408:0:754896,,01,,,20260327,,20260412,ch14uvag00045327,2601914.0,1121206.0,0,"Grône, Daillet"
41798,ch14uvag00386639,ch:1:sloid:90648::51,,51,,,19781001,,20260412,ch14uvag00048655,2694219.96312,1240152.67444,0,"Hinteregg, Station"
41799,ch14uvag00265105,ch:1:sloid:793:0:701578,,01,,,20260327,,20260412,ch14uvag00064166,2640681.0,1259057.0,0,"Wittnau, alte Post"
41801,ch14uvag00329267,ch:1:sloid:91954:0:1963,,03,,,20260327,,20260412,ch14uvag00044805,2532455.0,1153142.0,0,"Ecublens VD, Perrettes"
41806,ch14uvag00239212,ch:1:sloid:74981::1,,01,,,20260327,,20260412,ch14uvag00040818,2796389.8034,1145989.40345,0,"Bernina, Lagalbbahn"
41811,ch14uvag00294257,ch:1:sloid:5658::1,A,01,,,20260327,,20260412,ch14uvag00042007,2694768.21779,1192497.42749,0,Brügg (Bürglen UR)
41812,ch14uvag00249883,ch:1:sloid:77421:0:02,,02,,,20260327,,20260412,ch14uvag00059039,2691717.24212,1208632.99959,0,"Schwyz, Lützelmatt"
41817,ch14uvag00383931,ch:1:sloid:11514:0:677,,01,,,20260327,,20260412,ch14uvag00383317,2553302.85711,1217105.67492,0,"La Chaux-de-Fonds, Progrès"
41818,ch14uvag00383574,ch:1:sloid:11547:0:01,,01,,,20260327,,20260412,ch14uvag00383321,2752860.90528,1226654.97124,0,"Grabs, Quader"
41827,ch14uvag00259106,ch:1:sloid:72202:0:195259,,02,,,20260327,,20260412,ch14uvag00064848,2607578.0,1254308.0,0,"Zwingen, Strengenfeld"
41828,ch14uvag00258421,ch:1:sloid:75499:0:918523,,01,,,20260327,,20260412,ch14uvag00062435,2690744.0,1119670.0,0,"Vergeletto, Villa Olandesi"
41832,ch14uvag00265503,ch:1:sloid:83260:0:507159,,01,,,20260327,,20260412,ch14uvag00059577,2593256.0,1120332.0,0,"Sion, Agasse"
41833,ch14uvag00325916,ch:1:sloid:90209::2,,02,,,20260327,,20260412,ch14uvag00042104,2647437.0,1248636.0,0,"Buchs AG, Brummelstrasse"
41844,ch14uvag00227176,ch:1:sloid:71465:0:1,,01,,,20260327,,20260412,ch14uvag00047834,2593223.449,1212714.463,0,"Grossaffoltern, Reuenberg"
41845,ch14uvag00270923,ch:1:sloid:75722:0:118840,,01,,,20260327,,20260412,ch14uvag00045655,2704836.0,1148417.0,0,"Faido, Bivio Ospedale"
41847,ch14uvag00383557,ch:1:sloid:11503:0:2,,02,,,20260327,,20260412,ch14uvag00383308,2556761.74296,1158418.42868,0,"St-Martin FR, Villard"
41848,ch14uvag00383573,ch:1:sloid:11536:0:2,,02,,,20260327,,20260412,ch14uvag00383320,2561921.5872,1171733.88404,0,"Romont FR, Les Glânes"
41849,ch14uvag00383553,ch:1:sloid:11508:0:2,,02,,,20260327,,20260412,ch14uvag00383304,2566669.76471,1187967.63777,0,"Russy, village"
41850,ch14uvag00383568,ch:1:sloid:11509:0:1,,01,,,20260327,,20260412,ch14uvag00383316,2565996.96711,1189256.1811,0,"Dompierre FR, école"
41851,ch14uvag00383556,ch:1:sloid:11511:0:1,,01,,,20260327,,20260412,ch14uvag00383307,2567711.2635,1191453.67902,0,"Domdidier, rte de l'Industrie"
41856,ch14uvag00231647,ch:1:sloid:95999:0:285291,Q,00,,,20260325,,20260412,ch14uvag00220497,2500535.65186,1116363.53451,0,"Genève, Clinique La Colline"
41860,ch14uvag00278126,ch:1:sloid:4079:0:425358,1,01,,,20260327,,20260412,ch14uvag00050569,2571077.30553,1161644.19368,0,La Tour-de-Trême Ronclina
41863,ch14uvag00238572,ch:1:sloid:73063::2,,02,,,20260327,20261212.0,20260412,ch14uvag00038538,2669987.20114,1214048.78144,0,"Adligenswil, Widspüel"
41872,ch14uvag00379330,ch:1:sloid:6382:0:0,,,,,20210401,,20260412,ch14uvag00064823,2751513.1429,1247415.88284,0,Zweibrücken
41876,ch14uvag00268824,ch:1:sloid:73772:0:148559,,02,,,20260327,,20260412,ch14uvag00044990,2700151.0,1220780.0,0,"Einsiedeln, Friedhof"
41878,ch14uvag00237529,ch:1:sloid:30974:0:851144,,02,,,20260327,,20260412,ch14uvag00107660,2641006.0,1136577.0,0,Belalp Schönbiel
41879,ch14uvag00272743,ch:1:sloid:73422:0:691480,,01,,,20260327,,20260412,ch14uvag00052956,2733050.0,1271199.0,0,"Mattwil, Ochsen"
41880,ch14uvag00247131,ch:1:sloid:77530:0:2,B,02,,,20260327,,20260412,ch14uvag00064765,2681668.0,1224754.0,0,"Zug, Postplatz"
41882,ch14uvag00379737,ch:1:sloid:11546:0:214306,A,01,,,20260327,,20260412,ch14uvag00374965,2764418.42524,1255204.16419,0,"Berneck, Auerstrasse"
41891,ch14uvag00247020,ch:1:sloid:88730:0:2,,02,,,20260327,,20260412,ch14uvag00064771,2681593.0,1223503.0,0,"Zug, Roost"
41897,ch14uvag00379853,ch:1:sloid:70644:0:1002,B,02,,,20260327,,20260412,ch14uvag00045771,2568304.0,1123988.0,0,"Bex, Le Chêne"
41906,ch14uvag00253002,ch:1:sloid:57101::50,,50,,,20220610,,20260412,ch14uvag00220737,2676245.0,1249710.0,0,"Schlieren, Kampstrasse"
41907,ch14uvag00256915,ch:1:sloid:57057:0:450707,,01,,,20260327,,20260412,ch14uvag00220513,2766838.0,1204708.0,0,"Grüsch, Häri"
41908,ch14uvag00267534,ch:1:sloid:70311:0:628973,,01,,,20260327,,20260412,ch14uvag00044525,2545164.0,1178015.0,0,"Donneloye, En Jon"
41910,ch14uvag00294907,ch:1:sloid:93634::2,,02,,,20260327,,20260412,ch14uvag00050305,2552255.20566,1216087.38623,0,"La Chaux-de-Fonds, Tricentenaire"
41912,ch14uvag00381203,ch:1:sloid:11512:0:1,,01,,,20260327,,20260412,ch14uvag00381193,2576365.1749,1184686.19233,0,"Givisiez, route de l'Epinay"
41913,ch14uvag00383560,ch:1:sloid:11502:0:1,,01,,,20260327,,20260412,ch14uvag00383310,2556384.53669,1158487.01025,0,"St-Martin FR, église"
41928,ch14uvag00247030,ch:1:sloid:77575:0:1,,01,,,20260327,,20260412,ch14uvag00064779,2681217.0,1225161.0,0,"Zug, Schützenmatt"
41930,ch14uvag00244599,ch:1:sloid:81009:0:01,,01,,,20260327,,20260412,ch14uvag00223911,2764849.0,1218937.0,0,"Malbun, Zentrum"
41931,ch14uvag00380415,ch:1:sloid:94626:0:356486,,,,,20250225,,20260412,ch14uvag00059457,2606575.17218,1127144.19106,0,"Sierre, Longs-Prés"
41933,ch14uvag00260826,ch:1:sloid:82648:0:101689,,01,,,20260327,,20260412,ch14uvag00044039,2641530.0,1244204.0,0,"Däniken, Kapelle"
41935,ch14uvag00264946,ch:1:sloid:70013:0:282613,,01,,,20260327,,20260412,ch14uvag00040296,2508632.0,1143590.0,0,"Begnins, Charbonnier"
41939,ch14uvag00234413,ch:1:sloid:91316::0,,0,,,20201213,,20260412,ch14uvag00065259,2683047.0,1247477.0,0,"Zürich, Rennweg"
41940,ch14uvag00383561,ch:1:sloid:11505:0:1,,01,,,20260327,,20260412,ch14uvag00383312,2558002.41484,1157913.08894,0,"St-Martin FR, Le Jordil"
41943,ch14uvag00261400,ch:1:sloid:760:0:452128,,01,,,20260327,,20260412,ch14uvag00048095,2610465.0,1234089.0,0,"Günsberg, Dorfplatz"
41947,ch14uvag00293984,ch:1:sloid:1785:0:873186,,02,,,20260327,,20260412,ch14uvag00060313,2593177.84636,1122045.94363,0,"Savièse, St-Germain centre"
41951,ch14uvag00268174,ch:1:sloid:75668:0:347008,,02,,,20260327,,20260412,ch14uvag00053493,2707156.0,1094277.0,0,"Molinazzo di Monteggio,Ramello"
41954,ch14uvag00256414,ch:1:sloid:1736:0:176903,,01,,,20260327,,20260412,ch14uvag00058176,2581208.0,1113615.0,0,"Saillon, les Bains"
41960,ch14uvag00237450,ch:1:sloid:30572:0:119465,,01,,,20260327,,20260412,ch14uvag00048719,2730310.0,1177450.001,0,Hitzeggen
41965,ch14uvag00249408,ch:1:sloid:92428:0:01,,01,,,20260327,,20260412,ch14uvag00063492,2677442.7685,1208720.78875,0,"Weggis, Magnolienweg"
41967,ch14uvag00269353,ch:1:sloid:75351:0:760967,,01,,,20260327,,20260412,ch14uvag00055630,2716546.0,1101445.0,0,"Origlio, Paese"
41968,ch14uvag00273742,ch:1:sloid:82728:0:391218,,01,,,20260327,,20260412,ch14uvag00044458,2659691.0,1246412.0,0,"Dintikon, Dorfstrasse"
41969,ch14uvag00266576,ch:1:sloid:83244:0:901901,,01,,,20260327,,20260412,ch14uvag00061770,2632494.0,1120437.0,0,"Törbel, Biela"
41973,ch14uvag00383567,ch:1:sloid:11506:0:1,,01,,,20260327,,20260412,ch14uvag00383315,2570121.71668,1187573.96659,0,"Chandon, village"
41975,ch14uvag00327225,ch:1:sloid:16273:1:2,2,02,,,20260327,,20260412,ch14uvag00046735,2501808.23413,1117469.62796,0,Genève-Eaux-Vives
41976,ch14uvag00325779,ch:1:sloid:5075:0:796477,,Rigi Staffelhöhe,,,20250225,,20260412,ch14uvag00057246,2677949.92709,1211302.24084,0,Rigi Staffelhöhe
41981,ch14uvag00294753,ch:1:sloid:93710::1,,01,,,20260327,,20260412,ch14uvag00050318,2554860.12696,1217266.07681,0,"La Chaux-de-Fonds, Arêtes"
41988,ch14uvag00238810,ch:1:sloid:30270:0:182077,,01,,,20260327,,20260412,ch14uvag00040845,2597717.0,1141948.0,0,Leiterli (Bergstation)
41989,ch14uvag00266906,ch:1:sloid:72409:0:950586,,02,,,20260327,,20260412,ch14uvag00064169,2640413.0,1258869.0,0,"Wittnau, Mitteldorf"
41993,ch14uvag00249348,ch:1:sloid:77475:0:02,,02,,,20260327,,20260412,ch14uvag00059041,2691379.9849,1210347.86213,0,"Schwyz, Mettli"
42003,ch14uvag00229857,ch:1:sloid:90856::50,,50,,,20201213,,20260412,ch14uvag00063056,2693483.0,1231722.0,0,"Wädenswil, Coop"
42006,ch14uvag00254969,ch:1:sloid:16450:0:642401,2,02,,,20260327,,20260412,ch14uvag00061969,2650992.01392,1240650.52237,0,Unterkulm Nord
42019,ch14uvag00274182,ch:1:sloid:71391:0:190529,,02,,,20260327,,20260412,ch14uvag00064667,2601436.0,1205545.0,0,"Zollikofen, Wydacker"
42020,ch14uvag00262345,ch:1:sloid:83529:0:47768,,01,,,20260327,,20260412,ch14uvag00063899,2702961.0,1220771.0,0,"Willerzell, Gasse"
42021,ch14uvag00256256,ch:1:sloid:2489:0:550677,,02,,,20260327,,20260412,ch14uvag00222220,2590915.72038,1243229.99657,0,"Courtételle, Forge"
42030,ch14uvag00329900,ch:1:sloid:70168:0:336,,02,,,20260327,,20260412,ch14uvag00046435,2541816.0,1161392.0,0,"Froideville, croisée"
42032,ch14uvag00249862,ch:1:sloid:77507:0:01,,01,,,20260327,,20260412,ch14uvag00053871,2691253.52247,1205046.84614,0,"Morschach, Luftseilbahn"
42042,ch14uvag00258174,ch:1:sloid:83239:0:208980,,01,,,20260327,,20260412,ch14uvag00057994,2719117.0,1112700.0,0,"S. Antonino, Monda"
42048,ch14uvag00253749,ch:1:sloid:80622::50,,50,,,20220610,,20260412,ch14uvag00042437,2682781.0,1264304.0,0,"Bülach, Bahnhof Ost"
42049,ch14uvag00244937,ch:1:sloid:93976:0:2,,02,,,20260327,,20260412,ch14uvag00050567,2555838.04631,1144369.23588,0,"La Tour-de-Peilz, Portail-Blanc"
42053,ch14uvag00379272,ch:1:sloid:5551:0:1,,,,,20210401,,20260412,ch14uvag00046659,2721251.29329,1096098.60764,0,Gandria (lago)
42055,ch14uvag00329815,ch:1:sloid:6168:0:1,1,707,,,20241121,,20260412,ch14uvag00060994,2719481.07257,1263264.89668,0,Tägerschen
42058,ch14uvag00268626,ch:1:sloid:80404:0:987975,,01,,,20260327,,20260412,ch14uvag00048669,2596606.0,1201949.0,0,"Hinterkappelen, Schlossmatt"
42060,ch14uvag00262740,ch:1:sloid:70842:0:873618,,01,,,20260327,,20260412,ch14uvag00039158,2588080.0,1115964.0,0,"Aproz, bif. Bieudron"
42067,ch14uvag00238846,ch:1:sloid:31192:0:993642,,01,,,20260327,,20260412,ch14uvag00165369,2611517.0,1111039.0,0,Corne de Sorebois
42068,ch14uvag00363039,ch:1:sloid:11075::110751,,01,,,20260327,,20260412,ch14uvag00292916,2584106.97805,1217934.41747,0,"Ipsach Herdi, Bahnhof"
42070,ch14uvag00238859,ch:1:sloid:71888::1,,01,,,20260327,,20260412,ch14uvag00043389,2758584.97052,1192370.24459,0,"Chur, Scawoba"
42081,ch14uvag00229644,ch:1:sloid:90997::10,,10,,,20231123,,20260412,ch14uvag00064100,2700065.0,1260492.0,0,"Winterthur, Seen"
42082,ch14uvag00229201,ch:1:sloid:90637::50,,50,,,20220207,,20260412,ch14uvag00047613,2694572.0,1246708.0,0,"Greifensee, Pfisterhölzli"
42084,ch14uvag00265941,ch:1:sloid:73410:0:34458,,02,,,20260327,,20260412,ch14uvag00041547,2732924.0,1278076.0,0,"Bottighofen, Post"
42089,ch14uvag00264168,ch:1:sloid:72065:0:844523,,01,,,20260327,,20260412,ch14uvag00056607,2560998.0,1247312.0,0,"Réclère, village"
42094,ch14uvag00252011,ch:1:sloid:4031:0:17990,,02,,,20260327,,20260412,ch14uvag00221985,2569026.68121,1178087.02551,0,"Cottens FR, centre commercial"
42100,ch14uvag00234913,ch:1:sloid:89978:1:1,,01,,,20260327,,20260412,ch14uvag00055347,2609779.406,1262874.343,0,"Oberwil BL, Hochletten"
42107,ch14uvag00241637,ch:1:sloid:8055::1,1,01,,,20260327,,20260412,ch14uvag00062034,2601395.0,1204507.0,0,Unterzollikofen
42112,ch14uvag00228032,ch:1:sloid:17410:1:1,,01,,,20260327,,20260412,ch14uvag00054103,2614386.2,1264740.615,0,"Muttenz, Käppeli"
42116,ch14uvag00236817,ch:1:sloid:31060:0:609649,,01,,,20260327,,20260412,ch14uvag00099757,2767749.0,1184052.001,0,Arosa Bänkli
42117,ch14uvag00243343,ch:1:sloid:75177::311002,,02,,,20260327,,20260412,ch14uvag00061111,2709085.0,1114995.0,0,"Tenero, Stazione"
42120,ch14uvag00378893,ch:1:sloid:1314:0:749962,,,,,20231020,,20260412,ch14uvag00062796,2560432.00585,1138739.35027,0,Villeneuve VD (lac)
42123,ch14uvag00259122,ch:1:sloid:7960:0:22472,,01,,,20260327,,20260412,ch14uvag00060306,2546153.0,1171207.0,0,"St-Cierges, Grande Salle"
42129,ch14uvag00237913,ch:1:sloid:7097:0:906592,,01,,,20260327,,20260412,ch14uvag00063103,2600563.0,1197414.0,0,Wabern (Gurtenbahn)
42132,ch14uvag00259975,ch:1:sloid:72052:0:807525,,01,,,20260327,,20260412,ch14uvag00045643,2563121.0,1252073.0,0,"Fahy, église"
42133,ch14uvag00258458,ch:1:sloid:75339:0:31287,,01,,,20260327,,20260412,ch14uvag00058444,2716880.0,1097822.0,0,"Savosa, Roncaccio"
42142,ch14uvag00228030,ch:1:sloid:17409:1:3,,03,,,20260327,,20260412,ch14uvag00054102,2614229.31424,1265075.35623,0,"Muttenz, Freidorf"
42144,ch14uvag00228235,ch:1:sloid:17415:1:3,,03,,,20260327,,20260412,ch14uvag00056381,2618644.288,1263557.758,0,"Pratteln, Gempenstrasse"
42146,ch14uvag00327728,ch:1:sloid:17519:2:2,2,02,,,20260327,,20260412,ch14uvag00060450,2716967.8245,1078682.7715,0,Stabio
42150,ch14uvag00273005,ch:1:sloid:72626:0:848639,,01,,,20260327,,20260412,ch14uvag00040844,2668365.75996,1240812.99281,0,"Besenbüren, Schulhaus"
42152,ch14uvag00269382,ch:1:sloid:71155:0:650684,,02,,,20260327,,20260412,ch14uvag00058110,2638161.30549,1108151.06122,0,"Saas-Fee, Fluh"
42154,ch14uvag00271188,ch:1:sloid:72192:0:400362,,01,,,20260327,,20260412,ch14uvag00040315,2612771.0,1245104.0,0,"Beinwil SO, Schachen"
42155,ch14uvag00263524,ch:1:sloid:72615:0:134120,,01,,,20260327,,20260412,ch14uvag00044564,2660107.0,1247274.0,0,"Dottikon-Dintikon, Bahnhof"
42158,ch14uvag00258621,ch:1:sloid:7748:0:595511,,01,,,20260327,,20260412,ch14uvag00042288,2604664.0,1182254.0,0,"Burgistein, Weier"
42159,ch14uvag00238770,ch:1:sloid:9098:0:595139,,01,,,20260327,,20260412,ch14uvag00225441,2691506.0,1167906.0,0,Oberalp Hinter Börtli (Talstation Strahlgand)
42162,ch14uvag00259026,ch:1:sloid:70397:0:680082,,02,,,20260327,,20260412,ch14uvag00055464,2545441.38782,1173440.58072,0,"Ogens, village"
42164,ch14uvag00336472,ch:1:sloid:90364:0:01,B,01,,,20260327,,20260412,ch14uvag00052033,2662788.07058,1212697.75849,0,"Luzern, Schachenhof"
42170,ch14uvag00234220,ch:1:sloid:85161:1:1,,10,,,20180601,,20260412,ch14uvag00222756,2645747.736,1163796.882,0,"Grindelwald, Sportzentrum"
42171,ch14uvag00261141,ch:1:sloid:957:0:989713,,01,,,20260327,,20260412,ch14uvag00047747,2604769.0,1247860.0,0,"Grindel, Mitte"
42201,ch14uvag00260762,ch:1:sloid:80678:0:833550,,01,,,20260327,,20260412,ch14uvag00064579,2602771.0,1192836.0,0,"Zimmerwald, Eichacher"
42221,ch14uvag00264933,ch:1:sloid:71119:0:557287,,02,,,20260327,,20260412,ch14uvag00061772,2631808.0,1120832.0,0,"Törbel, Ueberfeld"
42224,ch14uvag00325929,ch:1:sloid:82141:0:1,,01,,,20260327,,20260412,ch14uvag00041466,2749984.84313,1187618.42343,0,"Bonaduz, Isla"
42225,ch14uvag00274364,ch:1:sloid:71353:0:183051,,01,,,20260327,,20260412,ch14uvag00044309,2587845.0,1205595.0,0,"Detligen, Schulhausweg"
42235,ch14uvag00267759,ch:1:sloid:9244:0:369167,,02,,,20260327,,20260412,ch14uvag00225319,2555487.0,1207302.0,0,"Les Geneveys-sur-Coffrane,gare"
42242,ch14uvag00272123,ch:1:sloid:72859:0:390620,,01,,,20260327,,20260412,ch14uvag00057458,2642422.0,1206476.0,0,"Romoos, Holzwäge"
42245,ch14uvag00380608,ch:1:sloid:5747:0:79,,01,,,20260327,,20260412,ch14uvag00045403,2653609.13855,1138175.06422,0,"Ernen, Niederernen"
42251,ch14uvag00237121,ch:1:sloid:31449:0:93463,,01,,,20260327,,20260412,ch14uvag00220827,2791961.0,1164143.0,0,Zuoz Chastlatsch
42254,ch14uvag00263013,ch:1:sloid:87648:0:143993,,01,,,20260327,,20260412,ch14uvag00044534,2569399.0,1110905.0,0,"Dorénaz, école"
42262,ch14uvag00234741,ch:1:sloid:76119::50,,50,,,20201213,,20260412,ch14uvag00058272,2694243.0,1228101.0,0,"Samstagern, Sagenbach"
42266,ch14uvag00263288,ch:1:sloid:83642:0:832875,,01,,,20260327,,20260412,ch14uvag00058433,2765982.0,1163163.0,0,"Savognin, Sot Spondas"
42269,ch14uvag00333357,ch:1:sloid:88918:0:459266,,01,,,20260327,,20260412,ch14uvag00042244,2613261.08528,1211580.12957,0,"Burgdorf, Friedhof"
42270,ch14uvag00261283,ch:1:sloid:75593:0:482533,,01,,,20260327,,20260412,ch14uvag00041971,2718359.0,1077789.0,0,"Brusata (Novazzano), Dogana"
42271,ch14uvag00241510,ch:1:sloid:88321:0:01,,01,,,20260327,,20260412,ch14uvag00059158,2595993.0,1210138.0,0,"Schüpfen, Bahnhof"
42273,ch14uvag00238224,ch:1:sloid:30105:0:941449,,01,,,20260327,,20260412,ch14uvag00058438,2583020.0,1107898.0,0,Savoleyres
42279,ch14uvag00267345,ch:1:sloid:70034:0:483183,,01,,,20260327,,20260412,ch14uvag00057377,2515353.0,1146346.0,0,"Rolle, gare nord"
42280,ch14uvag00264406,ch:1:sloid:75035:0:249529,,02,,,20260327,,20260412,ch14uvag00060178,2733306.0,1170965.0,0,St. Martin (Lugnez)
42282,ch14uvag00379326,ch:1:sloid:6379:0:0,,,,,20210401,,20260412,ch14uvag00038951,2758492.53958,1249453.29161,0,Altstätten Stadt
42287,ch14uvag00249634,ch:1:sloid:7431:0:02,,02,,,20260327,,20260412,ch14uvag00225391,2682966.16801,1206702.59133,0,"Gersau, Ober Gibel"
42290,ch14uvag00272115,ch:1:sloid:2745:0:709804,,01,,,20260327,,20260412,ch14uvag00222768,2646737.0,1203376.0,0,"Hasle LU, Dorf"
42292,ch14uvag00258975,ch:1:sloid:6780:0:103701,,01,,,20260327,,20260412,ch14uvag00063851,2744909.0,1229807.0,0,"Wildhaus, Dorf"
42294,ch14uvag00257344,ch:1:sloid:74920:0:361608,,02,,,20260327,,20260412,ch14uvag00041998,2807085.0,1126620.0,0,"Brusio, Posta"
42298,ch14uvag00249459,ch:1:sloid:92395:0:01,,01,,,20260327,,20260412,ch14uvag00049092,2692332.43568,1207596.2359,0,"Ibach, Eichenweg"
